-3.89059348423708	3.1238
-3.6153004717575326	3.12436
-3.480756591731061	3.12496
-3.3895792119236883	3.12552
-3.3200541285397276	3.12564
-3.263616349404813	3.12568
-3.2159797215054247	3.12572
-3.1746834774880934	3.12576
-3.1381807121978844	3.12588
-3.1054339685287378	3.12588
-3.075712762487958	3.12596
-3.0484828436642832	3.126
-3.0233413815538634	3.12608
-2.999976936220439	3.1262
-2.9781436299888835	3.12628
-2.9576438650815584	3.12644
-2.938316398929427	3.12648
-2.9200278969974933	3.12676
-2.9026668111207576	3.12676
-2.886138853823471	3.1268
-2.8703635931575775	3.1268
-2.855271850240555	3.12684
-2.8408036822284357	3.12688
-2.826906799193943	3.12704
-2.8135353073048397	3.12704
-2.800648700635624	3.12708
-2.7882110447191457	3.12708
-2.776190309595665	3.12708
-2.7645578206047783	3.12708
-2.753287802776545	3.12712
-2.7423570002712783	3.12724
-2.7317443564756423	3.12732
-2.721430743487681	3.12732
-2.7113987320954145	3.12744
-2.701632395171032	3.12764
-2.692117138807343	3.12776
-2.6828395566176715	3.12784
-2.67378730347973	3.12788
-2.664948985683741	3.12788
-2.656314064986194	3.12788
-2.6478727745043646	3.12792
-2.639616044736327	3.12792
-2.6315354382746876	3.128
-2.62362309201343	3.12812
-2.6158716658366292	3.12812
-2.608274296933741	3.1282
-2.6008245590152823	3.12824
-2.5935164258098533	3.12824
-2.5863442383130173	3.12832
-2.579302675333495	3.1284
-2.5723867269452296	3.12844
-2.565591670507125	3.12848
-2.558913048957369	3.12848
-2.5523466511276487	3.12856
-2.5458884938552577	3.12856
-2.5395348056991103	3.12856
-2.533282012089686	3.1286
-2.527126721763657	3.1286
-2.5210657143517397	3.12864
-2.5150959290038175	3.12868
-2.5092144539487458	3.12868
-2.503418516897958	3.12876
-2.4977054762120927	3.1288
-2.492072812758834	3.1288
-2.486518122397861	3.1288
-2.4810391090357045	3.12892
-2.4756335781992638	3.12892
-2.470299431082087	3.12896
-2.465034659022172	3.12896
-2.459837338374189	3.129
-2.454705625742712	3.129
-2.449637753546312	3.129
-2.4446320258852334	3.12904
-2.439686814688028	3.12908
-2.4348005561147557	3.12908
-2.429971747196495	3.12912
-2.4251989426927043	3.12912
-2.420480752149673	3.12912
-2.4158158371447653	3.12916
-2.4112029087025237	3.12916
-2.4066407248698787	3.12916
-2.402128088438836	3.1292
-2.397663844805969	3.12928
-2.39324687995894	3.12928
-2.3888761185811016	3.12932
-2.3845505222659282	3.12932
-2.3802690878337036	3.12932
-2.3760308457435193	3.12936
-2.371834858594136	3.12936
-2.3676802197078133	3.12936
-2.363566051791623	3.1294
-2.3594915056712127	3.1294
-2.355455759092351	3.1294
-2.3514580155859273	3.1294
-2.347497503392411	3.12944
-2.3435734744420547	3.12944
-2.339685203387415	3.12948
-2.335831986684973	3.12952
-2.3320131417229004	3.12956
-2.3282280059921994	3.12956
-2.324475936298666	3.12956
-2.3207563080132463	3.12956
-2.3170685143585885	3.1296
-2.313411965729697	3.12964
-2.30978608904673	3.12964
-2.3061903271381556	3.12964
-2.3026241381525505	3.12968
-2.2990869949974475	3.12968
-2.2955783848037803	3.12968
-2.2920978084144905	3.12968
-2.288644779896039	3.12972
-2.28521882607156	3.12972
-2.2818194860745464	3.12976
-2.278446310921965	3.12976
-2.2750988631058036	3.12976
-2.2717767162021025	3.1298
-2.268479454496569	3.1298
-2.265206672625943	3.1298
